Date,EUR_TL,USD_TL
2016-04-13,3.226639986038208,2.832900047302246
2016-04-14,3.2097599506378174,2.8441998958587646
2016-04-15,3.2125298976898193,2.8498499393463135
2016-04-18,3.2224700450897217,2.8524999618530273
2016-04-19,3.210390090942383,2.8381199836730957
2016-04-20,3.2148900032043457,2.8299999237060547
2016-04-21,3.178679943084717,2.8104300498962402
2016-04-22,3.1971099376678467,2.8310999870300293
2016-04-25,3.1971099376678467,2.8454298973083496
2016-04-26,3.2046000957489014,2.8432199954986572
2016-04-27,3.1867899894714355,2.8194799423217773
2016-04-28,3.193690061569214,2.8171699047088623
2016-04-29,3.1932899951934814,2.811110019683838
2016-05-02,3.2026400566101074,2.792409896850586
2016-05-03,3.232150077819824,2.803499937057495
2016-05-04,3.272589921951294,2.844949960708618
2016-05-05,3.396739959716797,2.954349994659424
2016-05-06,3.339200019836426,2.928070068359375
2016-05-09,3.3304800987243652,2.9231998920440674
2016-05-10,3.350529909133911,2.941849946975708
2016-05-11,3.354609966278076,2.9491000175476074
2016-05-12,3.3754398822784424,2.9519500732421875
2016-05-13,3.369729995727539,2.9616100788116455
2016-05-16,3.3632900714874268,2.9714300632476807
2016-05-17,3.3668899536132812,2.973900079727173
2016-05-18,3.3586299419403076,2.967400074005127
2016-05-19,3.353440046310425,2.986330032348633
2016-05-20,3.348939895629883,2.988110065460205
2016-05-23,3.339430093765259,2.9744999408721924
2016-05-24,3.3587899208068848,2.995270013809204
2016-05-25,3.282979965209961,2.948319911956787
2016-05-26,3.281790018081665,2.939120054244995
2016-05-27,3.287339925765991,2.937649965286255
2016-05-30,3.288100004196167,2.959249973297119
2016-05-31,3.293299913406372,2.9532699584960938
2016-06-01,3.2816998958587646,2.946700096130371
2016-06-02,3.2941699028015137,2.942460060119629
2016-06-03,3.2882299423217773,2.9481799602508545
2016-06-06,3.2997798919677734,2.906909942626953
2016-06-07,3.3015999794006348,2.905319929122925
2016-06-08,3.289530038833618,2.8961598873138428
2016-06-09,3.2994799613952637,2.891279935836792
2016-06-10,3.274630069732666,2.894629955291748
2016-06-13,3.293100118637085,2.929409980773926
2016-06-14,3.2985401153564453,2.9219799041748047
2016-06-15,3.290560007095337,2.9344799518585205
2016-06-16,3.2931699752807617,2.9228100776672363
2016-06-17,3.2981200218200684,2.9296200275421143
2016-06-20,3.305030107498169,2.91129994392395
2016-06-21,3.2849600315093994,2.901319980621338
2016-06-22,3.276370048522949,2.9114999771118164
2016-06-23,3.2737998962402344,2.8893001079559326
2016-06-24,3.2440099716186523,2.8641700744628906
2016-06-27,3.2477200031280518,2.9411299228668213
2016-06-28,3.23363995552063,2.9364500045776367
2016-06-29,3.2177700996398926,2.9061100482940674
2016-06-30,3.2183899879455566,2.887860059738159
2016-07-01,3.20032000541687,2.881779909133911
2016-07-04,3.2287099361419678,2.901520013809204
2016-07-05,3.2383999824523926,2.90487003326416
2016-07-06,3.2357900142669678,2.924870014190674
2016-07-07,3.2614400386810303,2.9371800422668457
2016-07-08,3.2467899322509766,2.932919979095459
2016-07-11,3.1944398880004883,2.891619920730591
2016-07-12,3.210860013961792,2.903409957885742
2016-07-13,3.1934499740600586,2.8868799209594727
2016-07-14,3.218440055847168,2.898900032043457
2016-07-15,3.2020299434661865,2.8837599754333496
2016-07-18,3.279370069503784,2.9662599563598633
2016-07-19,3.299649953842163,2.9803099632263184
2016-07-20,3.352679967880249,3.0438899993896484
2016-07-21,3.3973701000213623,3.0819098949432373
2016-07-22,3.3815200328826904,3.0641698837280273
2016-07-25,3.3534200191497803,3.0570499897003174
2016-07-26,3.3363900184631348,3.0352399349212646
2016-07-27,3.33978009223938,3.040060043334961
2016-07-28,3.338170051574707,3.013730049133301
2016-07-29,3.3371500968933105,3.0103600025177
2016-08-01,3.3353700637817383,2.9863901138305664
2016-08-02,3.3382999897003174,2.9887499809265137
2016-08-03,3.3575799465179443,2.9913198947906494
2016-08-04,3.3609700202941895,3.012120008468628
2016-08-05,3.3521299362182617,3.009660005569458
2016-08-08,3.321510076522827,2.9954299926757812
2016-08-09,3.303730010986328,2.980449914932251
2016-08-10,3.299880027770996,2.9680299758911133
2016-08-11,3.3079400062561035,2.9553699493408203
2016-08-12,3.2967000007629395,2.9595000743865967
2016-08-15,3.3033699989318848,2.959700107574463
2016-08-16,3.2903800010681152,2.941659927368164
2016-08-17,3.301909923553467,2.927500009536743
2016-08-18,3.2997701168060303,2.9177000522613525
2016-08-19,3.322279930114746,2.9267001152038574
2016-08-22,3.311530113220215,2.9321000576019287
2016-08-23,3.3291499614715576,2.9402201175689697
2016-08-24,3.333169937133789,2.9488000869750977
2016-08-25,3.32463002204895,2.950700044631958
2016-08-26,3.312269926071167,2.933340072631836
2016-08-29,3.307310104370117,2.9534599781036377
2016-08-30,3.3034300804138184,2.9507501125335693
2016-08-31,3.3039300441741943,2.9632999897003174
2016-09-01,3.302030086517334,2.9570701122283936
2016-09-02,3.315959930419922,2.9610300064086914
2016-09-05,3.2914299964904785,2.9502999782562256
2016-09-06,3.285059928894043,2.945499897003174
2016-09-07,3.287950038909912,2.9219000339508057
2016-09-08,3.302340030670166,2.933799982070923
2016-09-09,3.328850030899048,2.9530999660491943
2016-09-12,3.3355300426483154,2.9683001041412354
2016-09-13,3.3384299278259277,2.9695000648498535
2016-09-14,3.3450100421905518,2.9815499782562256
2016-09-15,3.3520801067352295,2.979300022125244
2016-09-16,3.3360300064086914,2.9661099910736084
2016-09-19,3.3234200477600098,2.977799892425537
2016-09-20,3.326630115509033,2.975399971008301
2016-09-21,3.319969892501831,2.9763600826263428
2016-09-22,3.3069698810577393,2.9540998935699463
2016-09-23,3.297760009765625,2.941819906234741
